Category;Test Case ID;Test Case Description;PreRequisites;Steps;Test Procedures - Steps to Perform;Test Procedures - Step Expected Result;Test Case Expected Result;Actual Result;Status;Type;Note;Platform
Music Search & Playback;FT04-001;Successful Search (Valid Keyword & Case-Insensitive) & History Update;User is on Search Screen;1;Enter a valid keyword (e.g., 'Beatles') in the Search Bar;BR8: Proceeds to ExecuteSearch;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Not Run;Automation;BR9 & BR10. Happy Path: Search logic (case-insensitive check), Result Display, and History Management.;Frontend/Backend
Music Search & Playback;FT04-001;Successful Search (Valid Keyword & Case-Insensitive) & History Update;User is on Search Screen;2;Click Search button (or wait for auto-search);BR9: Search query is performed in DB (Songs/Artists/Albums);Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Not Run;Automation;BR9 & BR10. Happy Path: Search logic (case-insensitive check), Result Display, and History Management.;Frontend/Backend
Music Search & Playback;FT04-001;Successful Search (Valid Keyword & Case-Insensitive) & History Update;User is on Search Screen;3;(Backend) Verify query is case-insensitive (e.g., search for 'beatles' should match 'BEATLES');BR9: Query matches results regardless of case;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Not Run;Automation;BR9 & BR10. Happy Path: Search logic (case-insensitive check), Result Display, and History Management.;Frontend/Backend
Music Search & Playback;FT04-001;Successful Search (Valid Keyword & Case-Insensitive) & History Update;User is on Search Screen;4;Observe Search Results area;BR9: Song list items (Thumbnail, Title, Artist) are displayed;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Not Run;Automation;BR9 & BR10. Happy Path: Search logic (case-insensitive check), Result Display, and History Management.;Frontend/Backend
Music Search & Playback;FT04-001;Successful Search (Valid Keyword & Case-Insensitive) & History Update;User is on Search Screen;5;(Backend) Verify keyword is saved to RecentSearches table (UserID);BR10: Keyword is saved;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Not Run;Automation;BR9 & BR10. Happy Path: Search logic (case-insensitive check), Result Display, and History Management.;Frontend/Backend
Music Search & Playback;FT04-001;Successful Search (Valid Keyword & Case-Insensitive) & History Update;User is on Search Screen;6;"Observe ""Recent Searches"" UI component";BR10: UI component is updated with the new keyword;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Search is executed (BR9), results are displayed, search is case-insensitive, and the search keyword is saved and displayed in the Recent Searches UI (BR10).;Not Run;Automation;BR9 & BR10. Happy Path: Search logic (case-insensitive check), Result Display, and History Management.;Frontend/Backend
Music Search & Playback;FT04-002;Search Input Validation (Empty/Whitespace Keyword) - MSG_10;User is on Search Screen;1;Leave Search Bar empty OR enter only whitespace characters;BR8: Keyword validation fails;Validation error (MSG_10) is displayed, and the search process is immediately aborted (no API call is made).;Validation error (MSG_10) is displayed, and the search process is immediately aborted (no API call is made).;Passed;Automation;BR8. Input Validation: Checks for empty and whitespace-only keyword (MSG_10).;Frontend
Music Search & Playback;FT04-002;Search Input Validation (Empty/Whitespace Keyword) - MSG_10;User is on Search Screen;2;Click Search button (or wait for auto-search);Search is aborted;Validation error (MSG_10) is displayed, and the search process is immediately aborted (no API call is made).;Validation error (MSG_10) is displayed, and the search process is immediately aborted (no API call is made).;Passed;Automation;BR8. Input Validation: Checks for empty and whitespace-only keyword (MSG_10).;Frontend
Music Search & Playback;FT04-002;Search Input Validation (Empty/Whitespace Keyword) - MSG_10;User is on Search Screen;3;Observe UI/Network traffic;MSG_10 is displayed, and no search API request is triggered;Validation error (MSG_10) is displayed, and the search process is immediately aborted (no API call is made).;Validation error (MSG_10) is displayed, and the search process is immediately aborted (no API call is made).;Passed;Automation;BR8. Input Validation: Checks for empty and whitespace-only keyword (MSG_10).;Frontend
Music Search & Playback;FT04-003;Empty Search Results - MSG_11;User is on Search Screen, Database returns no match;1;Enter a valid keyword that is known to have no matching results (e.g., 'NonExistentSong404');BR8: Proceeds to ExecuteSearch;"Search is executed (BR9), the system receives an empty result set, and the ""No Results"" message (MSG_11) is displayed. Search history is NOT updated (BR10 only saves on successful query).";"Search is executed (BR9), the system receives an empty result set, and the ""No Results"" message (MSG_11) is displayed.";Passed;Automation;"BR9 (Failure). Result Handling: Checks for empty database result set (MSG_11). History should NOT be saved (BR10 condition is ""After a successful search query"").";Frontend/Backend
Music Search & Playback;FT04-003;Empty Search Results - MSG_11;User is on Search Screen, Database returns no match;2;Click Search button (or wait for auto-search);BR9: Query is performed, returns  QueryResult = EMPTY ;"Search is executed (BR9), the system receives an empty result set, and the ""No Results"" message (MSG_11) is displayed. Search history is NOT updated (BR10 only saves on successful query).";"Search is executed (BR9), the system receives an empty result set, and the ""No Results"" message (MSG_11) is displayed.";Passed;Automation;"BR9 (Failure). Result Handling: Checks for empty database result set (MSG_11). History should NOT be saved (BR10 condition is ""After a successful search query"").";Frontend/Backend
Music Search & Playback;FT04-003;Empty Search Results - MSG_11;User is on Search Screen, Database returns no match;3;Observe Search Results area;MSG_11 is displayed;"Search is executed (BR9), the system receives an empty result set, and the ""No Results"" message (MSG_11) is displayed. Search history is NOT updated (BR10 only saves on successful query).";"Search is executed (BR9), the system receives an empty result set, and the ""No Results"" message (MSG_11) is displayed.";Passed;Automation;"BR9 (Failure). Result Handling: Checks for empty database result set (MSG_11). History should NOT be saved (BR10 condition is ""After a successful search query"").";Frontend/Backend
Music Search & Playback;FT04-004;Item Selection Action (Play/Redirect);Search Results list displayed (from FT04-001, Step 4);1;Click on a song item from the displayed list;BR11: Item Selection is registered;The system retrieves song metadata, adds the selected song to the 'Now Playing' queue, redirects the user to the Player Screen, and automatically begins playback.;The system retrieves song metadata, adds the selected song to the Now Playing queue, redirects the user to the Player Screen, and automatically begins playback.;Passed;Automation;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend/Backend
Music Search & Playback;FT04-004;Item Selection Action (Play/Redirect);Search Results list displayed (from FT04-001, Step 4);2;(Backend) Verify metadata retrieval (SongURL, Title, Artist, AlbumArt);BR11: Metadata is retrieved;The system retrieves song metadata, adds the selected song to the 'Now Playing' queue, redirects the user to the Player Screen, and automatically begins playback.;The system retrieves song metadata, adds the selected song to the Now Playing queue, redirects the user to the Player Screen, and automatically begins playback.;Passed;Automation;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend/Backend
Music Search & Playback;FT04-004;Item Selection Action (Play/Redirect);Search Results list displayed (from FT04-001, Step 4);3;(Backend) Verify song is added to the 'Now Playing' queue;BR11: Song is added to queue;The system retrieves song metadata, adds the selected song to the 'Now Playing' queue, redirects the user to the Player Screen, and automatically begins playback.;The system retrieves song metadata, adds the selected song to the Now Playing queue, redirects the user to the Player Screen, and automatically begins playback.;Passed;Automation;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend/Backend
Music Search & Playback;FT04-004;Item Selection Action (Play/Redirect);Search Results list displayed (from FT04-001, Step 4);4;Observe screen navigation;BR11: MapsTo(PlayerScreen);The system retrieves song metadata, adds the selected song to the 'Now Playing' queue, redirects the user to the Player Screen, and automatically begins playback.;The system retrieves song metadata, adds the selected song to the Now Playing queue, redirects the user to the Player Screen, and automatically begins playback.;Passed;Automation;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend/Backend
Music Search & Playback;FT04-004;Item Selection Action (Play/Redirect);Search Results list displayed (from FT04-001, Step 4);5;Observe Player Screen state;BR11: ExecuteAutoPlay = TRUE (Song;The system retrieves song metadata, adds the selected song to the 'Now Playing' queue, redirects the user to the Player Screen, and automatically begins playback.;The system retrieves song metadata, adds the selected song to the Now Playing queue, redirects the user to the Player Screen, and automatically begins playback.;Passed;Automation;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend/Backend
Music Search & Playback;FT05;Voice search recognition;Microphone enabled;1;Click mic icon ;;Results show Coldplay songs;Manual test - not automated;Not Completed;Manual;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend
Music Search & Playback;FT05;Voice search recognition;Microphone enabled;2;"Speak “Coldplay""";;Results show Coldplay songs;Manual test - not automated;Not Completed;;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend
Music Search & Playback;FT05;Voice search recognition;Microphone enabled;3;Submit;Voice captured;Results show Coldplay songs;Manual test - not automated;Not Completed;;BR11. Item Selection: Checks the four sequential actions triggered by clicking a result item.;Frontend
Music Search & Playback;FT06-001;Successful Playlist Creation (No Image) & BR18 Initialization/Post-Process;"User is on My Library screen, ""Create Playlist"" dialog is open, Valid Name ($\le 50$ chars)";1;Enter a valid, non-duplicate Playlist Name (e.g., 'My New List');BR16: Input is accepted;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Passed;Automation;BR18 & Post-Process. Happy Path: Confirms successful creation, default thumbnail, and post-process navigation/refresh.;Frontend/Backend
Music Search & Playback;FT06-001;Successful Playlist Creation (No Image) & BR18 Initialization/Post-Process;"User is on My Library screen, ""Create Playlist"" dialog is open, Valid Name ($\le 50$ chars)";2;Leave Description empty or enter a valid description ($\le 200$ chars);BR16: Input is accepted;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Passed;Automation;BR18 & Post-Process. Happy Path: Confirms successful creation, default thumbnail, and post-process navigation/refresh.;Frontend/Backend
Music Search & Playback;FT06-001;Successful Playlist Creation (No Image) & BR18 Initialization/Post-Process;"User is on My Library screen, ""Create Playlist"" dialog is open, Valid Name ($\le 50$ chars)";3;Do not select a custom image (UserSelectedImage = FALSE);BR16: [ThumbnailURL] set to Default system image;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Passed;Automation;BR18 & Post-Process. Happy Path: Confirms successful creation, default thumbnail, and post-process navigation/refresh.;Frontend/Backend
Music Search & Playback;FT06-001;Successful Playlist Creation (No Image) & BR18 Initialization/Post-Process;"User is on My Library screen, ""Create Playlist"" dialog is open, Valid Name ($\le 50$ chars)";4;"Click ""Create"" button";BR17: checkExists(Name, UserID) = FALSE;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Passed;Automation;BR18 & Post-Process. Happy Path: Confirms successful creation, default thumbnail, and post-process navigation/refresh.;Frontend/Backend
Music Search & Playback;FT06-001;Successful Playlist Creation (No Image) & BR18 Initialization/Post-Process;"User is on My Library screen, ""Create Playlist"" dialog is open, Valid Name ($\le 50$ chars)";5;"(Backend) Verify new document created in ""Playlists"" collection with BR18 fields (ID, OwnerID, Name, ThumbnailURL=Default, CreatedDate, SongCount=0, IsPublic=FALSE)";BR18: All fields are correctly set;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Passed;Automation;BR18 & Post-Process. Happy Path: Confirms successful creation, default thumbnail, and post-process navigation/refresh.;Frontend/Backend
Music Search & Playback;FT06-001;Successful Playlist Creation (No Image) & BR18 Initialization/Post-Process;"User is on My Library screen, ""Create Playlist"" dialog is open, Valid Name ($\le 50$ chars)";6;Observe UI;"Post-Process: RefreshUI(""My Library"") and Navigate to new Playlist screen";Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Playlist is successfully created in the database, all BR18 fields are initialized correctly (SongCount=0, IsPublic=FALSE, ThumbnailURL=Default), the UI refreshes, and the user is navigated to the new Playlist detailed screen.;Passed;Automation;BR18 & Post-Process. Happy Path: Confirms successful creation, default thumbnail, and post-process navigation/refresh.;Frontend/Backend
Music Search & Playback;FT06-002;Empty/Whitespace Playlist Name - MSG_1;"""Create Playlist"" dialog is open";1;Leave Playlist Name empty OR enter only whitespace characters;BR16: Input validation fails;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the current state is maintained (popup remains open).;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the current state is maintained (popup remains open).;Passed;Automation;"BR16 (Validation): Checks for empty and whitespace-only PlaylistName (MSG_1) and ""Maintain current state.""";Frontend
Music Search & Playback;FT06-002;Empty/Whitespace Playlist Name - MSG_1;"""Create Playlist"" dialog is open";2;"Enter a valid description (or leave empty) and click ""Create"" button";Submission prevented;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the current state is maintained (popup remains open).;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the current state is maintained (popup remains open).;Passed;Automation;"BR16 (Validation): Checks for empty and whitespace-only PlaylistName (MSG_1) and ""Maintain current state.""";Frontend
Music Search & Playback;FT06-002;Empty/Whitespace Playlist Name - MSG_1;"""Create Playlist"" dialog is open";3;Observe UI;MSG_1 is displayed, and the dialog remains open;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the current state is maintained (popup remains open).;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the current state is maintained (popup remains open).;Passed;Automation;"BR16 (Validation): Checks for empty and whitespace-only PlaylistName (MSG_1) and ""Maintain current state.""";Frontend
Music Search & Playback;FT06-003;Playlist Name Too Long (> 50 chars) - MSG_15;"""Create Playlist"" dialog is open";1;Enter a Playlist Name with more than 50 characters;BR16: Input validation fails;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistName) > 50 (MSG_15).;Frontend
Music Search & Playback;FT06-003;Playlist Name Too Long (> 50 chars) - MSG_15;"""Create Playlist"" dialog is open";2;"Enter a valid description and click ""Create"" button";Submission prevented;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistName) > 50 (MSG_15).;Frontend
Music Search & Playback;FT06-003;Playlist Name Too Long (> 50 chars) - MSG_15;"""Create Playlist"" dialog is open";3;Observe validation message;MSG_15 is displayed;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistName) > 50 (MSG_15).;Frontend
Music Search & Playback;FT06-004;Playlist Description Too Long (> 200 chars) - MSG_15;"""Create Playlist"" dialog is open";1;Enter a valid Playlist Name;BR16: Input is accepted;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistDescription) > 200 (MSG_15).;Frontend
Music Search & Playback;FT06-004;Playlist Description Too Long (> 200 chars) - MSG_15;"""Create Playlist"" dialog is open";2;Enter a Playlist Description with more than 200 characters;BR16: Input validation fails;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistDescription) > 200 (MSG_15).;Frontend
Music Search & Playback;FT06-004;Playlist Description Too Long (> 200 chars) - MSG_15;"""Create Playlist"" dialog is open";3;"Click ""Create"" button";Submission prevented;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistDescription) > 200 (MSG_15).;Frontend
Music Search & Playback;FT06-004;Playlist Description Too Long (> 200 chars) - MSG_15;"""Create Playlist"" dialog is open";4;Observe validation message;MSG_15 is displayed;Validation error (MSG_15) is displayed (Name/Description too long).;Validation error (MSG_15) is displayed (Name/Description too long).;Passed;Automation;BR16 (Validation): Checks for length(PlaylistDescription) > 200 (MSG_15).;Frontend
Music Search & Playback;FT06-005;Duplicate Playlist Name (for the same User) - MSG_16;"""Create Playlist"" dialog is open, Active user has an existing playlist named 'Duplicate Test'";1;Enter a Playlist Name that already exists for the current User (e.g., 'Duplicate Test');BR16: Validation passes;Duplicate handling error (MSG_16) is displayed, and the creation process is aborted.;Duplicate handling error (MSG_16) is displayed, and the creation process is aborted.;Passed;Automation;BR17 (Duplicate Handling): Checks for checkExists(PlaylistName, UserID) = TRUE (MSG_16) and Abort Creation.;Frontend/Backend
Music Search & Playback;FT06-005;Duplicate Playlist Name (for the same User) - MSG_16;"""Create Playlist"" dialog is open, Active user has an existing playlist named 'Duplicate Test'";2;"Enter a valid description and click ""Create"" button";BR17: checkExists(Name, UserID) = TRUE;Duplicate handling error (MSG_16) is displayed, and the creation process is aborted.;Duplicate handling error (MSG_16) is displayed, and the creation process is aborted.;Passed;Automation;BR17 (Duplicate Handling): Checks for checkExists(PlaylistName, UserID) = TRUE (MSG_16) and Abort Creation.;Frontend/Backend
Music Search & Playback;FT06-005;Duplicate Playlist Name (for the same User) - MSG_16;"""Create Playlist"" dialog is open, Active user has an existing playlist named 'Duplicate Test'";3;Observe error handling/UI;MSG_16 is displayed, and no new playlist is created (Creation Aborted);Duplicate handling error (MSG_16) is displayed, and the creation process is aborted.;Duplicate handling error (MSG_16) is displayed, and the creation process is aborted.;Passed;Automation;BR17 (Duplicate Handling): Checks for checkExists(PlaylistName, UserID) = TRUE (MSG_16) and Abort Creation.;Frontend/Backend
Music Search & Playback;FT06-006;Custom Image Upload - Invalid File Type (e.g., GIF/BMP) - MSG_17;"""Create Playlist"" dialog is open";1;Enter a valid Playlist Name and Description;BR16: Validation passes;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted until a valid image is selected or the custom image option is removed.;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted.;Not Run;Automation;BR16 (Image Validation): Checks for FileUpload(image) is not [PNG] or [JPG] (MSG_17).;Frontend
Music Search & Playback;FT06-006;Custom Image Upload - Invalid File Type (e.g., GIF/BMP) - MSG_17;"""Create Playlist"" dialog is open";2;Select a custom image file that is NOT PNG or JPG (e.g., .gif, .bmp);BR16: UserSelectedImage = TRUE;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted until a valid image is selected or the custom image option is removed.;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted.;Not Run;Automation;BR16 (Image Validation): Checks for FileUpload(image) is not [PNG] or [JPG] (MSG_17).;Frontend
Music Search & Playback;FT06-006;Custom Image Upload - Invalid File Type (e.g., GIF/BMP) - MSG_17;"""Create Playlist"" dialog is open";3;"Click ""Create"" button";BR16: FileUpload(image) fails type check;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted until a valid image is selected or the custom image option is removed.;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted.;Not Run;Automation;BR16 (Image Validation): Checks for FileUpload(image) is not [PNG] or [JPG] (MSG_17).;Frontend
Music Search & Playback;FT06-006;Custom Image Upload - Invalid File Type (e.g., GIF/BMP) - MSG_17;"""Create Playlist"" dialog is open";4;Observe validation message;MSG_17 is displayed;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted until a valid image is selected or the custom image option is removed.;Image validation error (MSG_17) is displayed (Image must be PNG/JPG). The playlist creation process is aborted.;Not Run;Automation;BR16 (Image Validation): Checks for FileUpload(image) is not [PNG] or [JPG] (MSG_17).;Frontend
Music Search & Playback;FT06-007;Custom Image Upload - Successful (PNG/JPG);"""Create Playlist"" dialog is open, Valid Name/Desc";1;Enter a valid, non-duplicate Playlist Name and Description;BR16: Validation passes;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload. (Post-Process actions from FT06-001 also apply).;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload.;Not Run;Automation;BR16 (Image Validation) & BR18. Happy Path with custom image: Checks successful upload, link generation, and correct BR18 field setting.;Frontend/Backend
Music Search & Playback;FT06-007;Custom Image Upload - Successful (PNG/JPG);"""Create Playlist"" dialog is open, Valid Name/Desc";2;Select a custom image file that IS PNG or JPG (e.g., .png, .jpg);BR16: UserSelectedImage = TRUE;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload. (Post-Process actions from FT06-001 also apply).;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload.;Not Run;Automation;BR16 (Image Validation) & BR18. Happy Path with custom image: Checks successful upload, link generation, and correct BR18 field setting.;Frontend/Backend
Music Search & Playback;FT06-007;Custom Image Upload - Successful (PNG/JPG);"""Create Playlist"" dialog is open, Valid Name/Desc";3;"Click ""Create"" button";BR16: UploadToDatabase is successful;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload. (Post-Process actions from FT06-001 also apply).;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload.;Not Run;Automation;BR16 (Image Validation) & BR18. Happy Path with custom image: Checks successful upload, link generation, and correct BR18 field setting.;Frontend/Backend
Music Search & Playback;FT06-007;Custom Image Upload - Successful (PNG/JPG);"""Create Playlist"" dialog is open, Valid Name/Desc";4;(Backend) Verify playlist document is created and [ThumbnailURL] = GeneratedLink;BR18: ThumbnailURL is the generated link;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload. (Post-Process actions from FT06-001 also apply).;Playlist is created successfully, and the [ThumbnailURL] is set to the generated link from the successful image upload.;Not Run;Automation;BR16 (Image Validation) & BR18. Happy Path with custom image: Checks successful upload, link generation, and correct BR18 field setting.;Frontend/Backend
Music Search & Playback;FT07-001;Ownership/Security Check - Delete Button Inactive for Non-Owner;User is logged in, viewing a playlist whose [OwnerID] is NOT the getCurrentUserUID().;1;"Observe the status of the ""Delete"" button on the playlist details screen.";"BR19: ButtonStatus (Delete playlist) = ""inactive""";"The ""Delete"" button is inactive/disabled for users who do not own the playlist, preventing unauthorized deletion (BR19).";The Delete button is inactive/disabled for users who do not own the playlist, preventing unauthorized deletion (BR19).;Passed;Automation;BR19. Security Check: Button must be disabled for non-owners. (Requires setup of a non-owned playlist.);Frontend/Backend
Music Search & Playback;FT07-001;Ownership/Security Check - Delete Button Inactive for Non-Owner;User is logged in, viewing a playlist whose [OwnerID] is NOT the getCurrentUserUID().;2;"Attempt to click the inactive ""Delete"" button.";No action or error message should occur;"The ""Delete"" button is inactive/disabled for users who do not own the playlist, preventing unauthorized deletion (BR19).";The Delete button is inactive/disabled for users who do not own the playlist, preventing unauthorized deletion (BR19).;Passed;Automation;BR19. Security Check: Button must be disabled for non-owners. (Requires setup of a non-owned playlist.);Frontend/Backend
Music Search & Playback;FT07-002;Delete Confirmation Dialog - Cancellation - Abort Process;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;1;"Click the ""Delete"" button.";BR20: Display MSG_18 Confirmation Dialog;"The confirmation dialog (MSG_18) is displayed. User selects ""Cancel,"" the dialog closes, and the deletion process is aborted, leaving the user on the current screen with the playlist intact (BR20).";The confirmation dialog (MSG_18) is displayed. User selects Cancel, the dialog closes, and the deletion process is aborted.;Passed;Automation;BR20 (Cancel). UX Check: Ensures cancellation works and aborts the process.;Frontend
Music Search & Playback;FT07-002;Delete Confirmation Dialog - Cancellation - Abort Process;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;2;Observe the confirmation dialog.;"Dialog displays the confirmation prompt (MSG_18) and ""Yes""/""Cancel"" options.";"The confirmation dialog (MSG_18) is displayed. User selects ""Cancel,"" the dialog closes, and the deletion process is aborted, leaving the user on the current screen with the playlist intact (BR20).";The confirmation dialog (MSG_18) is displayed. User selects Cancel, the dialog closes, and the deletion process is aborted.;Passed;Automation;BR20 (Cancel). UX Check: Ensures cancellation works and aborts the process.;Frontend
Music Search & Playback;FT07-002;Delete Confirmation Dialog - Cancellation - Abort Process;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;3;"Select ""Cancel"" from the dialog.";BR20: CloseDialog();"The confirmation dialog (MSG_18) is displayed. User selects ""Cancel,"" the dialog closes, and the deletion process is aborted, leaving the user on the current screen with the playlist intact (BR20).";The confirmation dialog (MSG_18) is displayed. User selects Cancel, the dialog closes, and the deletion process is aborted.;Passed;Automation;BR20 (Cancel). UX Check: Ensures cancellation works and aborts the process.;Frontend
Music Search & Playback;FT07-002;Delete Confirmation Dialog - Cancellation - Abort Process;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;4;Observe the screen state and persistence of the playlist.;BR20: Abort Process (Playlist remains visible/accessible);"The confirmation dialog (MSG_18) is displayed. User selects ""Cancel,"" the dialog closes, and the deletion process is aborted, leaving the user on the current screen with the playlist intact (BR20).";The confirmation dialog (MSG_18) is displayed. User selects Cancel, the dialog closes, and the deletion process is aborted.;Passed;Automation;BR20 (Cancel). UX Check: Ensures cancellation works and aborts the process.;Frontend
Music Search & Playback;FT07-003;Successful Playlist Deletion - Confirmation & BR21 Cleanup;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;1;"Click the ""Delete"" button.";BR20: Display MSG_18 Confirmation Dialog;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Passed;Automation;BR20 (Confirm) & BR21. Happy Path: Confirms full deletion flow, including database removal and UI cleanup.;Frontend/Backend
Music Search & Playback;FT07-003;Successful Playlist Deletion - Confirmation & BR21 Cleanup;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;2;"Select ""Confirm"" (or ""Yes"") from the dialog.";BR20: Proceed to SecurityVerification;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Passed;Automation;BR20 (Confirm) & BR21. Happy Path: Confirms full deletion flow, including database removal and UI cleanup.;Frontend/Backend
